year,month,panel_code,panel_code_new,type_method,type_method_etc,type_channel_new,type_channel,type_channel_etc,shop_day,shop_week,store,store_code,store_region,product,product_code,wide,middle,detail,country,purchase,discount,quantity,q_unit,weight_quantity,w_q_unit,multi_quantity,m_unit,w_multi_quantity,w_multi_unit,w_q_kg,w_q_kg_unit,unit_cost,special_diary,bill,bundle,payment,retail,retail_8,retail_new,shop_time,take_out,transport_pre,transport_post,panel_type,edit,family_num_level,age1_group,income_v2
2015,3,PN00001271,A20001271,,,대형마트,대형마트,,2015-03-15,1,롯데마트검단점,,인천,돌스위티오바나나,,과일류,바나나,일반바나나,,3900.0,.,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,2,40,500~599만원
2013,4,PN00000773,A20000773,,,대형마트,대형마트,,2013-04-11,5,이마트성수점,,서울,망고태국산_,,과일류,열대과일,망고,,6160.0,,1,팩,.,,2,입,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,3,30,400~499만원
2019,9,PN00000599,A20000599,,,농가직거래,농가직거래,,2019-09-08,1,무주반딧불조공,,전남,사과,,과일류,사과,기타사과,,32000.0,.,1,박스,65,KG,13,과,,,65,KG,,1,,,,,8기타,농가직거래,.,0,,,0.0,0,3,50,600~699만원
2018,9,PN00000770,A20000770,,,대형마트,대형마트,,2018-09-01,7,이마트트레이더스스타필드하남점,,경기,컷파인애플,,과일류,파인애플,파인애플,,11800.0,.,1,팩,2,KG,.,,,,2,KG,,,,.,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,700만원 이상
2023,3,PN20210254,,모바일주문,,온라인몰,온라인몰,,2023-03-24,6,로켓프레시,,없음,한라봉,PR1020_1082121,과일류,감귤,한라봉,,16900.0,,2.0,묶음,2.0,KG,5,개입,1,KG,,,,,무,,,,,,,,,,21.0,0,4,50,400~499만원
2022,10,PN20210438,A40210438,,,슈퍼마켓,슈퍼마켓,,2022-10-22,7,동양식자재마트(주)동양식자재마트,,경기,무화과,P,과일류,기타과일,무화과,,5980.0,.,1,박스,.,,.,,.,,,,5,,,,,,,,,,,,21.0,.,1,50,200만원 미만
2020,3,PN00000318,A20000318,,,대형마트,대형마트,,2020-03-03,3,홈플러스북수원점,,경기,유기농바나나_필리핀산_,,과일류,바나나,일반바나나,,4990.0,.,1,,7924,G,7,개,,,8,KG,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,4,50,700만원 이상
2010,10,PN00000279,A20000279,,,전통시장,전통시장,,2010-10-13,4,재래시장,,서울,바나나,,과일류,바나나,일반바나나,,2000.0,.,1,송이,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,40,200만원 미만
2010,11,PN00001109,A20001109,,,슈퍼마켓,기업형슈퍼마켓,,2010-11-11,5,홈플러스익스프레스광화문점,,서울,망고,,과일류,열대과일,망고,,2950.0,.,1,봉지,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,5,40,300~399만원
2010,8,PN00000014,A20000014,,,슈퍼마켓,기업형슈퍼마켓,,2010-08-23,2,벽제농협하나로마트,,경기,캠벨포도,,과일류,포도,캠벨얼리,,12000.0,,1,상자,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,2,50,200만원 미만
2010,12,PN00000130,A20000130,,,전통시장,전통시장,,2010-12-08,4,재래시장,,경기,바나나,,과일류,바나나,일반바나나,,3000.0,.,1,개,.,,1,손,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,50,200만원 미만
2018,10,PN20150757,A40150757,,,슈퍼마켓,슈퍼마켓,,2018-10-31,4,도농마켓문정아이파크지점,,서울,델몬트돌바나나,,과일류,바나나,일반바나나,,1800.0,.,1,송이,.,,.,,,,.,,,,,.,,,3슈퍼마켓,슈퍼마켓,1,0,,,15.0,0,3,60,700만원 이상
2010,5,PN00000705,A20000705,,,슈퍼마켓,슈퍼마켓,,2010-05-10,2,소형슈퍼마켓,,서울,청과류,,과일류,기타과일,기타과일,,4000.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,50,200만원 미만
2013,10,PN00001383,A20001383,,,슈퍼마켓,기업형슈퍼마켓,,2013-10-05,7,홈플러스익스프레스양재점,,서울,천도복숭아,,과일류,복숭아,천도,,5980.0,,1,봉,1,KG,.,,,,1,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,2,0,,,0.0,0,2,30,400~499만원
2015,8,PN00000147,A20000147,,,슈퍼마켓,슈퍼마켓,,2015-08-13,5,대형슈퍼마켓,,경기,포도,,과일류,포도,기타포도,,9900.0,.,1,박스,5,KG,.,,,,5,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,40,600~699만원
2014,9,PN00000674,A20000674,,,슈퍼마켓,슈퍼마켓,,2014-09-06,7,대형슈퍼마켓,,인천,경북사과,,과일류,사과,기타사과,,10000.0,,1,박스,10,KG,.,,,,10,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,3,50,400~499만원
2017,12,PN00000136,A20000136,,,슈퍼마켓,기업형슈퍼마켓,,2017-12-23,7,기업형슈퍼마켓일반,,경기,밀감,,과일류,감귤,밀감,,5000.0,.,1,개,.,,20,입,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,3,40,300~399만원
2015,10,PN00000605,A20000605,,,농가직거래,농가직거래,,2015-10-31,7,"농가직거래(방문,기타)",,없음,배_국내산_,,과일류,배,기타배,,20000.0,.,1,박스,15,KG,.,,,,15,KG,,,,,,,8기타,농가직거래,.,0,,,0.0,0,4,40,400~499만원
2011,10,PN00001219,A20001219,,,전문점,전문점,,2011-10-14,6,전문점,,인천,연시감,,과일류,떫은감,홍시,,10000.0,,14,개,.,,.,,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,5,50,300~399만원
2022,8,PN00000548,A20000548,,,슈퍼마켓,슈퍼마켓,,2022-08-23,3,하이웨이마트송탄지산점,,경기,사과양광20상,P,과일류,사과,기타사과,,9900.0,.,6,,.,,.,,.,,,,1,,,,,,,,,,,,0.0,.,3,60,500~599만원
2021,8,PN00001015,A20001015,,,전통시장,전통시장,,2021-08-13,6,야채왕우리농산물직판장,S,서울,포도_국산,P,과일류,포도,기타포도,,25000.0,.,1,,3,KG,.,,3,K,3,KG,2,,,,,,8기타,농가직거래,1,0.0,,,0.0,0,4,50,700만원 이상
2022,12,PN20210329,A40210329,,,전문점,전문점,,2022-12-03,7,포천로컬푸드포천로컬푸드매장,,경기,사과_부사_국내산,P,과일류,사과,후지,,10000.0,.,1,봉,2,KG,11,개,.,,,,1,,,,,,,,,,,,21.0,.,2,40,400~499만원
2018,10,PN00000548,A20000548,,,슈퍼마켓,슈퍼마켓,,2018-10-18,5,하이웨이마트송탄지산점,,경기,알뜰사과,,과일류,사과,기타사과,,10900.0,.,1,봉,.,,.,,,,.,,,,,.,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,3,50,500~599만원
2021,6,PN00000813,A20000813,,,슈퍼마켓,슈퍼마켓,,2021-06-12,7,우리홈마트,S,서울,살구,P,과일류,기타과일,기타과일,,2900.0,.,1,,.,,6,개,.,,.,,2.0,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,5,50,500~599만원
2021,2,PN20150917,A40150917,,,전문점,전문점,,2021-02-24,4,한살림동탄매장,S,경기,감귤_비가림,P,과일류,감귤,밀감,,8540.0,3,1,,2,KG,1,,2,K,2,KG,1.0,,,,,,5전문점,전문점,.,0,,,15.0,0,4,40,500~599만원
2011,9,PN00000318,A20000318,,,대형마트,대형마트,,2011-09-20,3,홈플러스북수원점,,경기,D_고산지바나나,,과일류,바나나,일반바나나,,3980.0,,1,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,4,40,300~399만원
2022,12,PN20150402,A40150402,,,대형마트,대형마트,,2022-12-17,7,홈플러스인천송도점,,인천,슈퍼푸드블루베리,P,과일류,베리,블루베리,,6990.0,5,1,,.,,.,,.,,,,1,,,,,,,,,,,,15.0,.,1,70,200~299만원
2020,12,PN00000901,A20000901,,,전통시장,전통시장,,2020-12-01,3,선샤인청과,,서울,모과,,과일류,기타과일,모과,,10000.0,.,1,개,2,KG,10,개,,,2,KG,,0,,,,,5전문점,전문점,1,0,,,0.0,0,2,60,500~599만원
2010,4,PN00000099,A20000099,,,대형마트,대형마트,,2010-04-18,1,킴스클럽하안점,,경기,오렌지56과수입산_,,과일류,오렌지,오렌지,,3990.0,,1,봉,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,3,30,300~399만원
2016,8,PN00000662,A20000662,,,전통시장,전통시장,,2016-08-21,1,전통시장,,서울,아오리사과_국내산_,,과일류,사과,아오리,,6000.0,.,10,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,50,700만원 이상
2020,7,PN00001316,A20001316,,,슈퍼마켓,기업형슈퍼마켓,,2020-07-28,3,(주)이마트에브리데이경서점,,인천,하우스감귤,,과일류,감귤,밀감,,5950.0,.,1,,10,KG,.,,,,10,KG,,0,,,,,3슈퍼마켓,기업형슈퍼마켓,2,0,,,0.0,0,3,50,500~599만원
2017,7,PN20150407,A40150407,,,대형마트,대형마트,,2017-07-24,2,이마트중동점,,경기,제스프리썬골드키위,,과일류,참다래,골드키위,,9980.0,.,1,박스,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,15.0,0,2,60,200만원 미만
2015,8,PN00001137,A20001137,,,대형마트,대형마트,,2015-08-04,3,이마트트레이더스수원점,,경기,천도복숭아,,과일류,복숭아,천도,,8800.0,.,1,팩,2,KG,.,,,,2,KG,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,4,40,400~499만원
2017,8,PN00000181,A20000181,,,전통시장,전통시장,,2017-08-12,7,전통시장,,경기,거봉,,과일류,포도,거봉,,12000.0,.,1,박스,2,KG,.,,,,2,KG,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,5,40,200만원 미만
2014,2,PN00000900,A20000900,,,슈퍼마켓,슈퍼마켓,,2014-02-08,7,소형슈퍼마켓,,서울,단감,,과일류,단감,단감,,5000.0,,4,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,50,200~299만원
2018,10,PN20150419,A40150419,,,전통시장,전통시장,,2018-10-31,4,우리농산물,,경기,제주귤,,과일류,감귤,밀감,,10000.0,.,1,,5,KG,.,,,,5,KG,,,,.,,,5전문점,전문점,1,0,,,15.0,0,1,60,200~299만원
2014,3,PN00000552,A20000552,,,슈퍼마켓,기업형슈퍼마켓,,2014-03-10,2,가산농협하나로마트,,경기,포도,,과일류,포도,기타포도,,2690.0,,1,팩,.,,.,,,,.,,,1.0,,,,,3슈퍼마켓,기업형슈퍼마켓,2,0,,,0.0,0,4,50,400~499만원
2016,10,PN00000814,A20000814,,,무점포,무점포,,2016-10-31,2,아파트내임시장,,서울,단감,,과일류,단감,단감,,10000.0,.,5,개,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,40,700만원 이상
2022,10,PN20210914,A40210914,,,슈퍼마켓,슈퍼마켓,,2022-10-14,6,(주)대하마트행신점,S,경기,신고배_국산,P,과일류,배,신고배,,11800.0,.,2,팩,3,KG,4,개,2,K,,,5,,,,,,,,,,,,21.0,.,4,50,700만원 이상
2016,2,PN00000638,A20000638,,,슈퍼마켓,기업형슈퍼마켓,,2016-02-01,2,롯데슈퍼대치청실점,,서울,친환경단감,,과일류,단감,단감,,2980.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,3,50,700만원 이상
2015,11,PN00001025,A20001025,,,슈퍼마켓,기업형슈퍼마켓,,2015-11-25,4,홈플러스익스프레스잠실점,,서울,HMP밀감,,과일류,감귤,밀감,,1990.0,.,1,봉,1,KG,.,,,,1,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,4,40,400~499만원
2014,10,PN00000975,A20000975,,,무점포,무점포,,2014-10-08,4,노점,,없음,연시,,과일류,떫은감,홍시,,10000.0,.,1,봉,.,,14,입,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,40,500~599만원
2021,1,PN00001230,A20001230,,,슈퍼마켓,슈퍼마켓,,2021-01-06,4,빅마트,S,인천,수입바나나,P,과일류,바나나,일반바나나,,2980.0,.,1,송이,.,,.,,.,,.,,2.0,1,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,50,700만원 이상
2010,11,PN00000898,A20000898,,,전통시장,전통시장,,2010-11-06,7,재래시장,,서울,귤,,과일류,감귤,밀감,,2000.0,.,1,박스,.,,40,입,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,6,30,200만원 미만
2011,12,PN00000746,A20000746,,,전통시장,전통시장,,2011-12-20,3,재래시장,,서울,단감,,과일류,단감,단감,,3000.0,,1,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,40,300~399만원
2022,10,PN00001065,A20001065,P,,온라인몰,온라인몰,,2022-10-19,4,오렌지씨키위,,없음,키위_수입,P,과일류,참다래,그린키위,,31270.0,.,1,,5,KG,.,,.,,,,.,,,,,,,,,,,,0.0,.,4,50,700만원 이상
2023,8,PN20210352,,모바일주문,,온라인몰,온라인몰,,2023-08-19,7,데이푸릇기흥점,,없음,레몬수입칠레산,PR2023_0108727,과일류,레몬,레몬,수입산,3500.0,,1.0,,715.0,G,6.0,입,,,,,3500.0,,유,,,,,,,,,,21.0,0,3,50,600~699만원
2010,8,PN00001404,A20001404,,,전문점,전문점,,2010-08-14,7,전문점,,경기,천도복숭아,,과일류,복숭아,천도,,5000.0,,5,개,.,,.,,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,1,30,400~499만원
2010,8,PN00000025,A20000025,,,슈퍼마켓,슈퍼마켓,,2010-08-29,1,대형슈퍼마켓,,경기,사과,,과일류,사과,기타사과,,3000.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,200~299만원
2013,6,PN00001047,A20001047,,,대형마트,대형마트,,2013-06-20,5,이마트가양점,,서울,스위티오바나나,,과일류,바나나,일반바나나,,4290.0,,1,송이,1,KG,.,,,,1,KG,,,,,,,1대형마트,대형마트,,0,,,0.0,0,2,60,200~299만원
2015,9,PN00000595,A20000595,,,대형마트,대형마트,,2015-09-22,3,홈플러스경기하남점,,경기,좋은상품사과_대_,,과일류,사과,기타사과,,6000.0,.,4,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,200~299만원
2018,7,PN00000573,A20000573,,,대형마트,대형마트,,2018-07-29,1,이마트포천점,,경기,대석자두,,과일류,자두,자두,,9980.0,.,1,,2,KG,.,,,,2,KG,,,,.,,,1대형마트,대형마트,1,0,,,0.0,0,2,50,700만원 이상
2022,11,PN20210023,A40210023,,,슈퍼마켓,슈퍼마켓,,2022-11-02,4,노브랜드,S,경기,세척사과_국내산,P,과일류,사과,기타사과,,1960.0,.,2,,.,,1,입,.,,,,9,,,,,,,,,,,,21.0,.,2,30,600~699만원
2012,12,PN00000241,A20000241,,,슈퍼마켓,슈퍼마켓,,2012-12-14,6,소형슈퍼마켓,,경기,제주감귤,,과일류,감귤,밀감,,3800.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,5,50,200~299만원
2023,3,PN00000332,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-03-06,2,세계로마트시화점_(주)에이치스퀘어드,,경기,사과_국내산,PR1020_0514851,과일류,사과,기타사과,국내산,8900.0,,1.0,,3340.0,G,10,개,,,,,8900,,유,,,,,,,,,,0.0,0,2,50,300~399만원
2018,2,PN00000807,A20000807,,,전통시장,전통시장,,2018-02-14,4,없음,,없음,배_국내산_,,과일류,배,기타배,,6500.0,.,5,개,.,,.,,,,.,,,,,.,,,2전통시장,전통시장,.,0,,,0.0,0,4,40,500~599만원
2023,8,PN00000937,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-08-26,7,주식회사세계로커머스,,서울,샤인머스켓,PR1020_0565111,과일류,포도,청포도,,24000.0,,2.0,봉,1300.0,G,,,,,,,12000.0,,유,,,,,,,,,,0.0,0,2,60,300~399만원
2016,3,PN20150731,A40150731,,,전통시장,전통시장,,2016-03-17,5,전통시장,,서울,사과,,과일류,사과,기타사과,,5000.0,.,4,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,15.0,0,3,40,200~299만원
2017,10,PN00000841,A20000841,,,슈퍼마켓,슈퍼마켓,,2017-10-18,4,별내식자재마트,,경기,연시_국내산_,,과일류,떫은감,홍시,,4800.0,.,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,700만원 이상
2020,1,PN20150822,A40150822,,,전통시장,전통시장,,2020-01-22,4,없음,,없음,천혜향_국산_,,과일류,감귤,기타감귤,,20000.0,.,1,박스,.,,11,개,,,.,,,0,,,,,8기타,기타,1,0,,,15.0,0,3,60,300~399만원
2013,2,PN00000344,A20000344,,,대형마트,대형마트,,2013-02-22,6,코스트코코리아광명점,,경기,델몬트바나나,,과일류,바나나,일반바나나,,2790.0,,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,,0,,,0.0,0,5,30,700만원 이상
2023,10,PN00000712,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-10-23,2,(주)한라마트,,서울,배_국내산,PR1020_1175486,과일류,배,기타배,국내산,9800.0,,1.0,,980.0,G,2.0,개,,,,,9800.0,청과,유,,,,,,,,,,0.0,0,3,50,700만원 이상
2023,11,PN20210115,,직접방문,,전통시장,전통시장,,2023-11-10,6,경동시장,,서울,사과국산,PR1020_0515351,과일류,사과,기타사과,국내산,10000.0,,8.0,개,1.96,KG,,,,,,,,,무,,,,,,,,,,21.0,0,2,50,400~499만원
2017,6,PN00000624,A20000624,,,슈퍼마켓,슈퍼마켓,,2017-06-18,1,가락청과할인마트,,경기,자두,,과일류,자두,자두,,2500.0,.,1,팩,.,,.,,,,.,,,,,,,,5전문점,전문점,1,0,,,0.0,0,4,30,400~499만원
2010,11,PN00001411,A20001411,,,대형마트,대형마트,,2010-11-16,3,홈플러스야탑점,,경기,스튜벤포도,,과일류,포도,머루포도_MBA_,,1970.0,.,1,송이,100,G,.,,,,0,KG,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,1,50,200만원 미만
2016,12,PN00001058,A20001058,,,슈퍼마켓,슈퍼마켓,,2016-12-17,7,소형슈퍼마켓,,서울,대봉시,,과일류,떫은감,대봉시,,4000.0,.,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,3,60,600~699만원
2015,6,PN00000945,A20000945,,,슈퍼마켓,슈퍼마켓,,2015-06-11,5,소형슈퍼마켓,,경기,자두,,과일류,자두,자두,,3500.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,500~599만원
2013,10,PN00000701,A20000701,,,슈퍼마켓,슈퍼마켓,,2013-10-12,7,소형슈퍼마켓,,서울,포도,,과일류,포도,기타포도,,15000.0,,1,박스,5,KG,.,,,,5,KG,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,2,50,600~699만원
2023,1,PN00001418,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-01-11,4,(주)이마트에브리데이개봉동점,,서울,미국산석류,PR1020_0419580,과일류,열대과일,석류,,10960.0,,4.0,개,,,11,과,450,G,,,2740,,유,,,,,,,,,,0.0,0,1,50,400~499만원
2012,11,PN00001230,A20001230,,,전통시장,전통시장,,2012-11-01,5,재래시장,,경기,조생귤,,과일류,감귤,밀감,,10000.0,,1,박스,10,KG,.,,,,10,KG,,,,,,,2전통시장,전통시장,,0,,,0.0,0,6,40,400~499만원
2020,12,PN00001290,A20001290,,,슈퍼마켓,기업형슈퍼마켓,,2020-12-11,6,남인천농협하나로마트,,인천,과일류_귤,,과일류,감귤,밀감,,9900.0,.,1,,5,KG,.,,,,5,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,4,50,200~299만원
2010,11,PN00000257,A20000257,,,대형마트,대형마트,,2010-11-13,7,대형마트,,경기,파인애플,,과일류,파인애플,파인애플,,3880.0,.,1,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,3,50,300~399만원
2018,3,PN20150387,A40150387,,,전통시장,전통시장,,2018-03-30,6,없음,,없음,오렌지,,과일류,오렌지,오렌지,,5000.0,.,8,개,.,,.,,,,.,,,,,.,,,2전통시장,전통시장,.,0,,,15.0,0,4,50,400~499만원
2022,12,PN00000957,A20000957,,,백화점,백화점,,2022-12-16,6,(주)현대백화점신촌점,,서울,사과_못난이사과,P,과일류,사과,기타사과,,14000.0,.,1,,5,KG,.,,.,,,,1,,,,,,,,,,,,0.0,.,2,60,400~499만원
2022,12,PN20210362,A40210362,,,온라인몰,온라인몰,,2022-12-03,7,오아시스몰,,없음,청송부사사과_국산,P,과일류,사과,후지,,6400.0,.,1,,2,KG,.,,.,,,,.,,,,,,,,,,,,21.0,.,2,40,700만원 이상
2015,3,PN00000056,A20000056,,,슈퍼마켓,슈퍼마켓,,2015-03-25,4,소형슈퍼마켓,,경기,귤,,과일류,감귤,밀감,,2000.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,1,4,30,300~399만원
2023,2,PN00001258,,전화주문,,농가직거래,농가직거래,,2023-02-27,2,농가직거래,,제주,한라봉,PR1020_1082121,과일류,감귤,한라봉,,25000.0,,1.0,,5.0,KG,,,,,,,,,무,,,,,,,,,,0.0,0,2,50,700만원 이상
2023,1,PN20210006,,직접방문,,대형마트,대형마트,,2023-01-07,7,트레이더스홀세일클럽고양점,,경기,콜롬비아바나나,PR1020_0972204,과일류,바나나,일반바나나,,3280.0,,1.0,봉,1298.0,G,7,개,,,,,3280,,유,,,,,,,,,,21.0,0,3,30,700만원 이상
2018,7,PN20150810,A40150810,,,슈퍼마켓,기업형슈퍼마켓,,2018-07-30,2,서강화농협하나로마트삼산점,,인천,천도복숭아_국내산_,,과일류,복숭아,천도,,5110.0,.,1,,.,,6,개,,,.,,,/,,.,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,15.0,0,1,40,300~399만원
2012,4,PN00001194,A20001194,,,슈퍼마켓,슈퍼마켓,,2012-04-04,4,소형슈퍼마켓,,인천,포도,,과일류,포도,기타포도,,7000.0,,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,40,200만원 미만
2010,12,PN00000045,A20000045,,,슈퍼마켓,기업형슈퍼마켓,,2010-12-17,6,홈플러스익스프레스탄현점,,경기,바나나,,과일류,바나나,일반바나나,,2980.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,4,40,300~399만원
2011,3,PN00000773,A20000773,,,대형마트,대형마트,,2011-03-14,2,대형마트,,경기,보조개사과,,과일류,사과,기타사과,,6480.0,,1,봉,3,KG,0,,,,3,KG,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,3,30,300~399만원
2019,12,PN20150421,A40150421,,,슈퍼마켓,기업형슈퍼마켓,,2019-12-06,6,홈플러스익스프레스행신점,,경기,프리미엄감숙왕_필리핀산_,,과일류,바나나,일반바나나,,1990.0,.,1,송이,.,,.,,,,.,,,0,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,15.0,0,2,60,200~299만원
2020,2,PN00001441,A20001441,,,전문점,전문점,,2020-02-20,5,없음,,없음,바나나1_2_필리핀산_,,과일류,바나나,일반바나나,,2000.0,.,1,,.,,.,,,,.,,,0,,,,,8기타,기타,1,0,,,0.0,0,4,40,600~699만원
2011,5,PN00001121,A20001121,,,대형마트,대형마트,,2011-05-25,4,이마트청계천점,,서울,골드키위_뉴질랜드산,,과일류,참다래,골드키위,,8980.0,,1,개,.,,10,입,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,4,40,200만원 미만
2022,12,PN00001418,A20001418,,,온라인몰,온라인몰,,2022-12-12,2,이마트에브리데이개봉동점,,없음,돌스위티오바나나,P,과일류,바나나,일반바나나,,7960.0,.,2,,1,KG,.,,.,,,,.,,,,,,,,,,,,0.0,.,1,50,400~499만원
2011,8,PN00000478,A20000478,,,대형마트,대형마트,,2011-08-21,1,롯데마트의왕점,,경기,당도선별아오리사과,,과일류,사과,아오리,,2500.0,,1,개,.,,9,입,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,5,50,300~399만원
2017,11,PN00000958,A20000958,,,전통시장,전통시장,,2017-11-19,1,전통시장,,서울,사과,,과일류,사과,기타사과,,5000.0,.,8,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,3,50,500~599만원
2022,6,PN20210476,A40210476,,,온라인몰,온라인몰,,2022-06-21,3,오아시스,,,신비복숭아_국내산,P,과일류,복숭아,일반복숭아,,12000.0,.,1,,.,,.,,7,G,,,.,,2.0,,,,,,,,,,21.0,.,3,30,700만원 이상
2013,3,PN00000769,A20000769,,,기타,기타,,2013-03-16,7,기타,,없음,한라봉,,과일류,감귤,한라봉,,10000.0,,1,개,.,,6,입,,,.,,,,,,,,8기타,기타,,0,,,0.0,0,4,40,600~699만원
2023,12,PN20150458,,직접방문,,전통시장,전통시장,,2023-12-30,7,인헌시장까꿍이네,,서울,사과국내산,PR1020_0515348,과일류,사과,기타사과,국내산,13000.0,,5.0,개,1.3,KG,,,,,,,,,유,,,,,,,,,,15.0,0,1,40,500~599만원
2014,7,PN00000890,A20000890,,,대형마트,대형마트,,2014-07-24,5,뉴코아일산점,,경기,복숭아_소,,과일류,복숭아,일반복숭아,,9900.0,,1,박스,.,,8,입,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,50,600~699만원
2017,5,PN00001346,A20001346,,,대형마트,대형마트,,2017-05-05,6,이마트성남점,,경기,씨없는청적혼합포도,,과일류,포도,기타포도,,7900.0,.,1,봉,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,1,40,600~699만원
2013,11,PN00000056,A20000056,,,슈퍼마켓,슈퍼마켓,,2013-11-21,5,소형슈퍼마켓,,경기,바나나,,과일류,바나나,일반바나나,,1500.0,,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,30,300~399만원
2021,12,PN00000239,A20000239,,,슈퍼마켓,슈퍼마켓,,2021-12-27,2,더마트,S,경기,한라봉_제주도,P,과일류,감귤,한라봉,,15000.0,.,1,,2,KG,10,개,,,2,KG,1,,,,,,3슈퍼마켓,슈퍼마켓,1,0.0,,,0.0,0,3,60,700만원 이상
2011,10,PN00000002,A20000002,,,슈퍼마켓,슈퍼마켓,,2011-10-20,5,소형슈퍼마켓,,경기,단감,,과일류,단감,단감,,4500.0,,10,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,50,300~399만원
2016,10,PN20150426,A40150426,,,무점포,무점포,,2016-10-25,3,노점,,없음,단감,,과일류,단감,단감,,5000.0,.,10,개,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,15.0,0,1,60,200만원 미만
