year,month,panel_code,panel_code_new,type_method,type_method_etc,type_channel_new,type_channel,type_channel_etc,shop_day,shop_week,store,store_code,store_region,product,product_code,wide,middle,detail,country,purchase,discount,quantity,q_unit,weight_quantity,w_q_unit,multi_quantity,m_unit,w_multi_quantity,w_multi_unit,w_q_kg,w_q_kg_unit,unit_cost,special_diary,bill,bundle,payment,retail,retail_8,retail_new,shop_time,take_out,transport_pre,transport_post,panel_type,edit,family_num_level,age1_group,income_v2
2018,8,PN20150757,A40150757,,,대형마트,대형마트,,2018-08-30,5,롯데마트송파점,,서울,GAP영암무화과,,과일류,기타과일,무화과,,8455.0,4,1,,.,,.,,,,.,,,/,,.,,,1대형마트,대형마트,1,0,,,15.0,0,3,60,700만원 이상
2021,9,PN20150446,A40150446,,,슈퍼마켓,슈퍼마켓,,2021-09-10,6,(주)해피유통모닝마트,S,경기,마운틴바나나_필리핀_,P,과일류,바나나,일반바나나,,2480.0,.,1,송이,1575,G,8,입,1,G,2,KG,2,,,,,,3슈퍼마켓,슈퍼마켓,1,0.0,,,15.0,0,2,60,200만원 미만
2010,10,PN00001418,A20001418,,,전문점,전문점,,2010-10-23,7,전문점,,서울,사과,,과일류,사과,기타사과,,5000.0,.,6,개,.,,.,,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,1,30,300~399만원
2018,9,PN20150508,A40150508,,,슈퍼마켓,슈퍼마켓,,2018-09-22,7,에덴마트(도화동),,인천,배,,과일류,배,기타배,,2000.0,.,1,,.,,2,개,,,.,,,1,,.,,,3슈퍼마켓,슈퍼마켓,.,0,,,15.0,0,2,50,400~499만원
2022,6,PN20210459,A40210459,,,슈퍼마켓,슈퍼마켓,,2022-06-09,5,GS수퍼마켓동탄아이비파크점,,,스위티오바나나,P,과일류,바나나,일반바나나,,4980.0,.,1,송이,1135,G,.,,.,,,,4,,1.0,,,,,,,,,,21.0,.,2,50,700만원 이상
2011,5,PN00000701,A20000701,,,슈퍼마켓,슈퍼마켓,,2011-05-08,1,대형슈퍼마켓,,서울,수입청포도칠,,과일류,포도,청포도,,5910.0,,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,50,400~499만원
2019,11,PN20150786,A40150786,,,슈퍼마켓,슈퍼마켓,,2019-11-07,5,(주)풍성마트,,서울,단감,,과일류,단감,단감,,7800.0,.,1,,.,,7,개,,,.,,,/,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,15.0,0,2,60,200~299만원
2023,8,PN20210177,,모바일주문,,온라인몰,온라인몰,,2023-08-23,4,(주)이마트에브리데이서판교점,,없음,스위트마운틴바나나_필리핀산,PR2021_0012822,과일류,바나나,일반바나나,,3980.0,,1.0,봉,2.8,KG,,,,,,,,,유,,,,,,,,,,21.0,0,4,40,700만원 이상
2011,4,PN00000229,A20000229,,,슈퍼마켓,슈퍼마켓,,2011-04-03,1,소형슈퍼마켓,,경기,바나나,,과일류,바나나,일반바나나,,2550.0,,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,50,200만원 미만
2018,5,PN00000757,A20000757,,,전통시장,전통시장,,2018-05-02,4,한빛마트,,서울,과일,,과일류,기타과일,기타과일,,5000.0,.,1,,.,,.,,,,.,,,,,.,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,2,60,500~599만원
2012,7,PN00000468,A20000468,,,슈퍼마켓,기업형슈퍼마켓,,2012-07-30,2,GS슈퍼마켓의왕점,,경기,아삭한복숭아,,과일류,복숭아,일반복숭아,,6980.0,,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,,0,,,0.0,0,4,50,200만원 미만
2012,11,PN00000966,A20000966,,,무점포,무점포,,2012-11-09,6,노점,,없음,바나나,,과일류,바나나,일반바나나,,1000.0,,0,송이,.,,.,,,,.,,,,,,,,6무점포,무점포,,0,,,0.0,0,4,50,300~399만원
2012,8,PN00000957,A20000957,,,슈퍼마켓,기업형슈퍼마켓,,2012-08-17,6,기업형슈퍼마켓일반,,서울,아오리사과,,과일류,사과,아오리,,5800.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,,0,,,0.0,0,2,50,300~399만원
2016,4,PN00001299,A20001299,,,대형마트,대형마트,,2016-04-06,4,홈플러스인천연수점,,인천,고당도오렌지_대_미국산_,,과일류,오렌지,오렌지,,13800.0,6,20,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,200~299만원
2020,10,PN00000799,A20000799,,,전문점,전문점,,2020-10-09,6,짱구과일,,서울,포도_문장대,,과일류,포도,기타포도,,30000.0,.,1,,3,KG,.,,,,3,KG,,,,,,,5전문점,전문점,1,0,,,0.0,0,2,60,300~399만원
2017,6,PN00000536,A20000536,,,슈퍼마켓,슈퍼마켓,,2017-06-14,4,NOS마트평택중앙점,,경기,바나나,,과일류,바나나,일반바나나,,1900.0,.,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,50,300~399만원
2015,10,PN00000421,A20000421,,,슈퍼마켓,슈퍼마켓,,2015-10-20,3,소형슈퍼마켓,,경기,바나나,,과일류,바나나,일반바나나,,2900.0,.,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,6,30,300~399만원
2014,12,PN00001048,A20001048,,,전문점,전문점,,2014-12-13,7,전문점,,서울,귤,,과일류,감귤,밀감,,10000.0,.,1,개,2,KG,30,입,,,2,KG,,,,,,,5전문점,전문점,1,0,,,0.0,0,3,60,700만원 이상
2010,10,PN00001373,A20001373,,,슈퍼마켓,슈퍼마켓,,2010-10-04,2,소형슈퍼마켓,,서울,포도,,과일류,포도,기타포도,,10000.0,.,1,팩,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,0.0,0,1,30,200~299만원
2016,3,PN20150541,A40150541,,,대형마트,대형마트,,2016-03-18,6,홈플러스인천청라점,,인천,오렌지,,과일류,오렌지,오렌지,,10000.0,.,10,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,2,0,,,15.0,0,3,60,200만원 미만
2017,9,PN00000992,A20000992,,,대형마트,대형마트,,2017-09-23,7,이마트성수점,,서울,알뜰배,,과일류,배,기타배,,11800.0,.,1,박스,.,,5,입,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,3,60,200~299만원
2014,9,PN00001067,A20001067,,,전통시장,전통시장,,2014-09-20,7,재래시장,,서울,감,,과일류,떫은감,일반떫은감,,2000.0,,1,봉,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,60,400~499만원
2015,10,PN00000814,A20000814,,,대형마트,대형마트,,2015-10-30,6,대형마트일반,,서울,단감,,과일류,단감,단감,,5950.0,.,1,박스,3,KG,.,,,,3,KG,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,4,40,600~699만원
2020,10,PN00001387,A20001387,,,슈퍼마켓,슈퍼마켓,,2020-10-24,7,현대그린마트(신풍점),,서울,연시감,,과일류,떫은감,홍시,,4980.0,.,1,,20,KG,10,개,,,20,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,1,40,700만원 이상
2014,4,PN00001083,A20001083,,,전통시장,전통시장,,2014-04-29,3,재래시장,,서울,오렌지,,과일류,오렌지,오렌지,,5000.0,.,1,봉,.,,5,입,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,50,400~499만원
2014,7,PN00001033,A20001033,,,대형마트,대형마트,,2014-07-04,6,대형마트일반,,경기,고지대산자두,,과일류,자두,자두,,3900.0,,1,팩,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,5,30,500~599만원
2012,10,PN00000074,A20000074,,,슈퍼마켓,슈퍼마켓,,2012-10-25,5,두산마트,,없음,청과,,과일류,기타과일,기타과일,,11000.0,,1,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,3,40,300~399만원
2021,10,PN20150820,A40150820,,,슈퍼마켓,슈퍼마켓,,2021-10-21,5,한국유통,S,없음,꿀사과,P,과일류,사과,기타사과,,5900.0,.,1,봉,18,KG,9,개,2,K,18,KG,5,,,,,,3슈퍼마켓,슈퍼마켓,1,0.0,,,15.0,0,2,60,200만원 미만
2023,3,PN00000813,,직접방문,,편의점,편의점,,2023-03-05,1,CU신도림아르디에점,,서울,반값사과,PR1020_0441358,과일류,사과,기타사과,,4200.0,,1.0,,,,,,1,KG,,,,,유,,,,,,,,,,0.0,0,4,50,700만원 이상
2011,3,PN00001060,A20001060,,,슈퍼마켓,슈퍼마켓,,2011-03-06,1,소형슈퍼마켓,,서울,오렌지,,과일류,오렌지,오렌지,,3500.0,,1,봉,.,,5,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,400~499만원
2020,6,PN00001418,A20001418,,,대형마트,대형마트,,2020-06-17,4,2001아울렛구로점,,서울,돌바나나_필리핀,,과일류,바나나,일반바나나,,2490.0,.,1,,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,1,40,300~399만원
2022,7,PN20150417,A40150417,,,슈퍼마켓,슈퍼마켓,,2022-07-10,1,판다왕식자재마트,,경기,사과국산부사,P,과일류,사과,후지,,9800.0,.,1,,.,,3,개,.,,,,9,,1.0,,,,,,,,,,15.0,.,1,30,200~299만원
2011,3,PN00000312,A20000312,,,슈퍼마켓,슈퍼마켓,,2011-03-26,7,소형슈퍼마켓,,경기,사과,,과일류,사과,기타사과,,2500.0,,1,봉지,.,,5,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,50,300~399만원
2015,11,PN00000885,A20000885,,,전통시장,전통시장,,2015-11-16,2,재래시장,,서울,귤,,과일류,감귤,밀감,,3000.0,.,1,봉,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,50,300~399만원
2013,10,PN00000038,A20000038,,,슈퍼마켓,기업형슈퍼마켓,,2013-10-12,7,이마트에브리데이주엽점,,경기,햇사과,,과일류,사과,기타사과,,4980.0,,1,봉,.,,7,입,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,4,50,400~499만원
2015,9,PN00000631,A20000631,,,전통시장,전통시장,,2015-09-25,6,재래시장,,인천,자두,,과일류,자두,자두,,5000.0,.,9,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,40,300~399만원
2022,4,PN00000003,A20000003,,,슈퍼마켓,슈퍼마켓,,2022-04-07,5,노브랜드노브랜드고양마두점,,경기,못난이사과_국산_,P,과일류,사과,기타사과,,19920.0,.,4,,2,KG,.,,.,,,,4,,,,,,,,,,,,0.0,.,4,50,700만원 이상
2011,6,PN00000753,A20000753,,,슈퍼마켓,슈퍼마켓,,2011-06-28,3,소형슈퍼마켓,,서울,천도복숭아,,과일류,복숭아,천도,,4000.0,,2,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,30,300~399만원
2023,1,PN00000957,,직접방문,,백화점,백화점,,2023-01-10,3,(주)현대백화점신촌점,,서울,국산청포도,PR1020_0134734,과일류,포도,청포도,국내산,19000.0,,1.0,송이,832.0,G,,,,,,,19000,,유,,,,,,,,,,0.0,0,2,60,500~599만원
2022,7,PN00000957,A20000957,,,슈퍼마켓,슈퍼마켓,,2022-07-15,6,하나로마트광교점,,경기,사과_뜨라네_썸머킹_국산,P,과일류,사과,기타사과,,9500.0,.,1,봉,2,KG,12,,.,,,,9,,1.0,,,,,,,,,,0.0,.,2,60,400~499만원
2010,1,PN00000147,A20000147,,,슈퍼마켓,슈퍼마켓,,2010-01-22,6,소형슈퍼마켓,,서울,영주사과,,과일류,사과,기타사과,,3000.0,,7,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,30,300~399만원
2011,2,PN00000726,A20000726,,,슈퍼마켓,슈퍼마켓,,2011-02-23,4,소형슈퍼마켓,,서울,단감,,과일류,단감,단감,,3000.0,,2,봉,.,,5,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,300~399만원
2022,11,PN20210953,A40210953,,,대형마트,대형마트,,2022-11-17,5,이마트이마트서수원점,S,경기,페루산아보카도,P,과일류,열대과일,기타열대과일,,3360.0,.,2,,.,,.,,.,,,,1,,,,,,,,,,,,21.0,.,4,50,700만원 이상
2022,1,PN00000965,A20000965,,,슈퍼마켓,슈퍼마켓,,2022-01-24,2,우리농산물,,서울,신고배_국산,P,과일류,배,신고배,,29500.0,.,1,,4180,G,5,개,8,G,,,.,,,,,,,,,,,,0.0,.,3,70,700만원 이상
2015,3,PN00000181,A20000181,,,전통시장,전통시장,,2015-03-02,2,재래시장,,경기,씨없는포도,,과일류,포도,기타포도,,7000.0,.,1,팩,1,KG,.,,,,1,KG,,,,,,,2전통시장,전통시장,.,0,,,0.0,1,5,30,600~699만원
2011,5,PN00001323,A20001323,,,대형마트,대형마트,,2011-05-21,7,이마트분당점,,경기,G_일반바나나,,과일류,바나나,일반바나나,,1500.0,,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,4,40,200만원 미만
2015,9,PN20150416,A40150416,,,슈퍼마켓,슈퍼마켓,,2015-09-04,6,대형슈퍼마켓,,경기,포도,,과일류,포도,기타포도,,12500.0,.,1,박스,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,15.0,0,1,40,300~399만원
2021,9,PN00000917,A20000917,,,슈퍼마켓,슈퍼마켓,,2021-09-25,7,프레쉬마켓,S,서울,바나나,P,과일류,바나나,일반바나나,,1980.0,.,1,송이,9440,G,8,개,1,G,9,KG,1,,,,,,3슈퍼마켓,슈퍼마켓,1,0.0,,,0.0,0,2,60,200~299만원
2013,10,PN00001047,A20001047,,,전문점,전문점,,2013-10-17,5,전문점,,서울,사과,,과일류,사과,기타사과,,5000.0,,3,개,.,,.,,,,.,,,,,,,,5전문점,전문점,.,0,,,0.0,0,2,60,200~299만원
2011,10,PN00000025,A20000025,,,전통시장,전통시장,,2011-10-06,5,재래시장,,경기,연시,,과일류,떫은감,홍시,,5000.0,,1,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,4,40,200~299만원
2011,11,PN00000841,A20000841,,,무점포,무점포,,2011-11-23,4,노점,,없음,사과,,과일류,사과,기타사과,,5000.0,,1,바구,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,40,400~499만원
2016,10,PN00000818,A20000818,,,전문점,전문점,,2016-10-06,5,전문점,,서울,켐벨포도,,과일류,포도,캠벨얼리,,6000.0,.,1,박스,1,KG,.,,,,1,KG,,,,,,,5전문점,전문점,.,0,,,0.0,0,4,40,400~499만원
2010,5,PN00000538,A20000538,,,전통시장,전통시장,,2010-05-07,6,재래시장,,경기,사과,,과일류,사과,기타사과,,5000.0,,1,봉,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,2,60,300~399만원
2011,11,PN00000729,A20000729,,,전통시장,전통시장,,2011-11-10,5,재래시장,,서울,단감,,과일류,단감,단감,,4000.0,,10,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,.,0,,,0.0,0,5,50,400~499만원
2010,3,PN00000333,A20000333,,,슈퍼마켓,슈퍼마켓,,2010-03-23,3,대형슈퍼마켓,,경기,오렌지,,과일류,오렌지,오렌지,,2900.0,,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,30,300~399만원
2023,8,PN00001300,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-08-31,5,(주)세계로유통연수점,,인천,홍로사과_국내산,PR2021_0237453,과일류,사과,홍로,국내산,9800.0,,1.0,,,,5.0,개,,,,,9800.0,,유,,,,,,,,,,0.0,0,2,40,300~399만원
2016,3,PN00000239,A20000239,,,대형마트,대형마트,,2016-03-23,4,홈플러스스토어즈야탑점,,경기,골드파인애플_필리핀산_,,과일류,파인애플,파인애플,,2240.0,.,1,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,2,0,,,0.0,0,4,60,500~599만원
2018,8,PN00000132,A20000132,,,대형마트,대형마트,,2018-08-10,6,이마트산본점,,경기,백도_국산_,,과일류,복숭아,백도,,13800.0,.,1,팩,.,,4,입,,,.,,,/,,.,,,1대형마트,대형마트,1,0,,,0.0,0,2,60,300~399만원
2022,7,PN20210399,A40210399,,,슈퍼마켓,슈퍼마켓,,2022-07-24,1,케이마트(신곡점),,경기,바나나_필리핀,P,과일류,바나나,일반바나나,,2980.0,.,1,송이,1792,G,8,개,.,,,,2,,1.0,,,,,,,,,,21.0,.,5,40,700만원 이상
2022,11,PN20150529,A40150529,,,슈퍼마켓,슈퍼마켓,,2022-11-17,5,G마트,S,인천,바나나_수입산,P,과일류,바나나,일반바나나,,2980.0,.,1,,.,,6,개,.,,,,2,,,,,,,,,,,,15.0,.,2,60,200만원 미만
2015,11,PN00000746,A20000746,,,슈퍼마켓,기업형슈퍼마켓,,2015-11-26,5,GS슈퍼마켓관악점,,서울,레몬_칠레산_,,과일류,레몬,레몬,,4980.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,2,0,,,0.0,0,4,40,300~399만원
2023,12,PN00001432,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-12-31,1,농협수원유통센터,,경기,사과_저탄소_부사_국산,PR2023_0164243,과일류,사과,후지,국내산,9980.0,,1.0,봉지,1572.0,G,6.0,,,,,,9980.0,6내,유,,,,,,,,,,0.0,0,4,40,600~699만원
2018,10,PN20150917,A40150917,,,슈퍼마켓,기업형슈퍼마켓,,2018-10-11,5,하모니마트(병점),,경기,바나나_필리핀산_,,과일류,바나나,일반바나나,,2980.0,.,1,송이,.,,.,,,,.,,,,,.,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,15.0,0,4,40,400~499만원
2022,7,PN00001441,A20001441,,,대형마트,대형마트,,2022-07-14,5,홈플러스북수원점,,경기,천도복숭아국산,P,과일류,복숭아,천도,,8990.0,9,1,팩,2,KG,.,,.,,,,1,,1.0,,,,,,,,,,0.0,.,4,40,700만원 이상
2022,7,PN20210650,A40210650,,,전통시장,전통시장,,2022-07-21,5,남성시장해돋이청과,,서울,자두국산,P,과일류,자두,자두,,10000.0,.,1,바구니,3,KG,.,,.,,,,.,,2.0,,,,,,,,,,21.0,.,2,60,500~599만원
2016,5,PN00000256,A20000256,,,대형마트,대형마트,,2016-05-07,7,이마트분당점,,경기,보조개사과,,과일류,사과,기타사과,,7990.0,.,1,봉,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,3,50,700만원 이상
2020,12,PN00000813,A20000813,,,슈퍼마켓,슈퍼마켓,,2020-12-19,7,우리홈마트,,서울,조생귤_2S_,,과일류,감귤,밀감,,7900.0,.,1,박스,5,KG,.,,,,5,KG,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,5,50,500~599만원
2023,8,PN20210047,,모바일주문,,온라인몰,온라인몰,,2023-08-11,6,옥션,,없음,자몽_외국산_남아공,PR2023_0103633,과일류,열대과일,자몽,,68000.0,,1.0,,15.0,KG,,,,,,,,,무,,,,,,,,,,21.0,0,1,50,200~299만원
2010,6,PN00001422,A20001422,,,대형마트,대형마트,,2010-06-05,7,이마트영등포점,,서울,치키타슈퍼프리미엄바나나,,과일류,바나나,일반바나나,,4840.0,,1,송이,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,1,30,200~299만원
2014,7,PN00001019,A20001019,,,무점포,무점포,,2014-07-16,4,아파트내임시장,,서울,친환경사과,,과일류,사과,기타사과,,20000.0,,1,박스,5,KG,.,,,,5,KG,,,,,,,6무점포,무점포,.,0,,,0.0,0,2,60,600~699만원
2020,7,PN00000182,A20000182,,,대형마트,대형마트,,2020-07-10,6,이마트트레이더스스타필드부천옥길점,,경기,제스프리썬골드키위,,과일류,참다래,골드키위,,14980.0,.,1,,.,,14,개,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,300~399만원
2012,3,PN00000408,A20000408,,,전통시장,전통시장,,2012-03-12,2,재래시장,,경기,배,,과일류,배,기타배,,8000.0,,4,개,.,,.,,,,.,,,,,,,,2전통시장,전통시장,,0,,,0.0,0,3,40,200~299만원
2017,2,PN00001149,A20001149,,,대형마트,대형마트,,2017-02-11,7,홈플러스스토어즈면목점,,서울,고당도오렌지_미국산_,,과일류,오렌지,오렌지,,7990.0,.,1,봉,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,700만원 이상
2018,5,PN00001031,A20001031,,,대형마트,대형마트,,2018-05-07,2,롯데마트은평점,,서울,바나나_수입산_,,과일류,바나나,일반바나나,,4900.0,.,1,송이,.,,.,,,,.,,,,,.,,,1대형마트,대형마트,1,0,,,0.0,0,4,40,400~499만원
2019,12,PN00000470,A20000470,,,슈퍼마켓,기업형슈퍼마켓,,2019-12-31,3,GS수퍼마켓의왕점,,경기,줄담감_특_,,과일류,단감,단감,,4980.0,.,1,봉,.,,5,입,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,3,50,400~499만원
2023,10,PN20210785,,직접방문,,슈퍼마켓,슈퍼마켓,,2023-10-20,6,굿모닝마트갈현점,,서울,홍시국내산,PR2022_0216529,과일류,떫은감,홍시,국내산,6000.0,,1.0,,700.0,G,6.0,,,,,,,,무,,,,,,,,,,21.0,0,2,60,700만원 이상
2011,5,PN00000377,A20000377,,,대형마트,대형마트,,2011-05-23,2,이마트고잔점,,경기,친환경사과,,과일류,사과,기타사과,,7980.0,,1,개,2500,G,.,,,,3,KG,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,3,50,300~399만원
2018,8,PN00000855,A20000855,,,무점포,무점포,,2018-08-19,1,없음,,없음,바나나,,과일류,바나나,일반바나나,,3000.0,.,1,송이,.,,8,개,,,.,,,,,.,,,6무점포,무점포,.,0,,,0.0,0,3,60,600~699만원
2017,1,PN00000646,A20000646,,,슈퍼마켓,슈퍼마켓,,2017-01-15,1,대형슈퍼마켓,,서울,세척사과,,과일류,사과,기타사과,,5000.0,.,4,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,3,50,700만원 이상
2016,4,PN00000599,A20000599,,,온라인몰,인터넷구매,,2016-04-03,1,기업형슈퍼마켓,,서울,더맛있는청포도_칠레산_,,과일류,포도,청포도,,6980.0,.,1,팩,1,KG,.,,,,1,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,3,50,500~599만원
2011,4,PN00001250,A20001250,,,대형마트,대형마트,,2011-04-17,1,롯데마트부평점,,인천,골든파인애플,,과일류,파인애플,파인애플,,3980.0,,1,개,.,,.,,,,.,,,,,,,,1대형마트,대형마트,.,0,,,0.0,0,4,40,400~499만원
2015,1,PN00000779,A20000779,,,슈퍼마켓,기업형슈퍼마켓,,2015-01-11,1,농협하나로마트성산점,,서울,감귤_국내산_,,과일류,감귤,밀감,,2548.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,1,6,40,700만원 이상
2010,11,PN00000982,A20000982,,,슈퍼마켓,기업형슈퍼마켓,,2010-11-05,6,GS슈퍼마켓잠원점,,서울,바나나,,과일류,바나나,일반바나나,,3480.0,.,1,박스,13,KG,.,,,,13,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,.,0,,,0.0,0,3,50,400~499만원
2013,6,PN00000095,A20000095,,,슈퍼마켓,슈퍼마켓,,2013-06-23,1,대형슈퍼마켓,,경기,천도복숭아,,과일류,복숭아,천도,,5500.0,,1,봉,.,,8,입,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,,0,,,0.0,0,4,40,700만원 이상
2010,4,PN00000809,A20000809,,,슈퍼마켓,슈퍼마켓,,2010-04-14,4,소형슈퍼마켓,,서울,돌바나나,,과일류,바나나,일반바나나,,2000.0,,1,송이,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,30,300~399만원
2016,7,PN00000195,A20000195,,,슈퍼마켓,슈퍼마켓,,2016-07-03,1,대형슈퍼마켓,,경기,자두,,과일류,자두,자두,,2110.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,2,0,,,0.0,0,4,50,400~499만원
2016,2,PN00000195,A20000195,,,슈퍼마켓,슈퍼마켓,,2016-02-27,7,대형슈퍼마켓,,경기,사과,,과일류,사과,기타사과,,5000.0,.,1,봉,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,50,400~499만원
2011,11,PN00001165,A20001165,,,슈퍼마켓,슈퍼마켓,,2011-11-08,3,대형슈퍼마켓,,서울,단감,,과일류,단감,단감,,4900.0,,5,개,.,,.,,,,.,,,,,,,,3슈퍼마켓,슈퍼마켓,.,0,,,0.0,0,4,40,300~399만원
2015,6,PN00000101,A20000101,,,대형마트,대형마트,,2015-06-06,7,빅마켓금천점,,서울,레드체리,,과일류,체리,체리,,10990.0,2,1,팩,.,,.,,,,.,,,,,,,,1대형마트,대형마트,1,0,,,0.0,0,4,30,400~499만원
2019,7,PN00001162,A20001162,,,대형마트,대형마트,,2019-07-21,1,이마트메트로이문점,,서울,남원춘향골캠벨,,과일류,포도,캠벨얼리,,11900.0,.,1,,2,KG,.,,,,2,KG,,,,,,,3슈퍼마켓,기업형슈퍼마켓,1,0,,,0.0,0,4,50,400~499만원
2021,10,PN00001117,A20001117,,,전통시장,전통시장,,2021-10-03,1,동부식자재마트,S,서울,바나나,P,과일류,바나나,일반바나나,,6900.0,.,1,,,,,,,,,,6,,,,,,3슈퍼마켓,슈퍼마켓,1,0.0,,,0.0,0,2,60,400~499만원
2022,2,PN20210943,A40210943,,,전문점,전문점,,2022-02-28,2,우리생협오아시스,,경기,천혜향_국내산,P,과일류,감귤,기타감귤,,9800.0,.,1,개,.,,.,,1,K,,,1,,,,,,,,,,,,21.0,1,3,40,700만원 이상
2017,10,PN00000946,A20000946,,,무점포,무점포,,2017-10-31,3,아파트내임시장,,서울,단감,,과일류,단감,단감,,5000.0,.,7,개,.,,.,,,,.,,,,,,,,6무점포,무점포,.,0,,,0.0,0,4,60,700만원 이상
2023,9,PN00000104,,직접방문,,전통시장,전통시장,,2023-09-09,7,영신(주),,경기,사과_홍로_국내산,PR2021_0214988,과일류,사과,홍로,국내산,10000.0,,5.0,개,1700.0,G,,,,,,,,,유,,,,,,,,,,0.0,0,3,50,700만원 이상
2010,7,PN00000987,A20000987,,,기타,기타,,2010-07-23,6,기타,,없음,레몬,,과일류,레몬,레몬,,2000.0,,3,개,.,,.,,,,.,,,,,,,,8기타,기타,.,0,,,0.0,0,5,50,200만원 미만
2021,4,PN00000195,A20000195,,,슈퍼마켓,슈퍼마켓,,2021-04-18,1,월드마트(춘의점),S,경기,바나나,P,과일류,바나나,일반바나나,,3500.0,.,1,,.,,.,,.,,.,,3.0,,,,,,3슈퍼마켓,슈퍼마켓,1,0,,,0.0,0,4,50,700만원 이상
2017,2,PN00000965,A20000965,,,전문점,전문점,,2017-02-07,3,우리농산물장터,,서울,배,,과일류,배,기타배,,1000.0,.,2,개,.,,.,,,,.,,,,,,,,8기타,농가직거래,1,0,,,0.0,0,3,60,700만원 이상
